时间,开盘,最高,最低,收盘,总手(万),金额(亿)
"2019-10-24,四",2944.01,2953.04,2927.06,2940.92,12654029000,1.42E+11
"2019-10-25,五",2940.47,2958.24,2920.52,2954.93,13686071000,1.60E+11
"2019-10-28,一",2958.69,2980.13,2956.96,2980.05,17373148000,1.99E+11
"2019-10-29,二",2979.04,2979.04,2954.18,2954.18,16611006000,1.95E+11
"2019-10-30,三",2949.46,2953.3,2934.83,2939.32,15879811000,1.82E+11
"2019-10-31,四",2944.84,2946.75,2923.52,2929.06,16157148000,1.82E+11
"2019-11-01,五",2924.34,2959.83,2917.15,2958.2,15990737000,1.76E+11
"2019-11-04,一",2964.58,2983.06,2964.58,2975.49,16724836000,1.89E+11
"2019-11-05,二",2977.7,3008.31,2968.03,2991.56,17989159000,2.04E+11
"2019-11-06,三",2992.04,2995.56,2969.72,2978.6,16526355000,1.84E+11
"2019-11-07,四",2978.15,2988.96,2969.12,2978.71,13695268000,1.56E+11
"2019-11-08,五",2993.98,2998.76,2962.84,2964.18,14974211000,1.74E+11
"2019-11-11,一",2949.96,2949.96,2906.77,2909.97,15791611000,1.66E+11
"2019-11-12,二",2913,2918.3,2891.51,2914.82,12972915400,1.39E+11
"2019-11-13,三",2913.02,2913.86,2893.97,2905.24,12976584100,1.47E+11
"2019-11-14,四",2907.74,2917.37,2899.62,2909.87,12914544800,1.52E+11
"2019-11-15,五",2911.35,2917.83,2891.2,2891.34,13551946000,1.53E+11
"2019-11-18,一",2889.55,2911.38,2884.09,2909.2,12443317700,1.45E+11
"2019-11-19,二",2904.28,2933.99,2902.86,2933.99,13541760000,1.56E+11
"2019-11-20,三",2928.11,2930.49,2907.42,2911.05,13735753000,1.59E+11
"2019-11-21,四",2902.55,2910.36,2891.53,2903.64,12345860700,1.40E+11
"2019-11-22,五",2906.24,2925.02,2873.99,2885.29,15862337000,1.81E+11
"2019-11-25,一",2885.61,2906.61,2880.65,2906.17,17858743000,1.74E+11
"2019-11-26,二",2912.52,2915.04,2897.93,2907.06,17000466000,1.65E+11
"2019-11-27,三",2905.4,2914.49,2893.42,2903.19,13386220500,1.37E+11
"2019-11-28,四",2902.36,2909.84,2883.43,2889.69,11952246800,1.23E+11
"2019-11-29,五",2885.97,2892.39,2858.58,2871.98,12261296800,1.40E+11
"2019-12-02,一",2874.45,2888.89,2870.24,2875.81,12875580600,1.39E+11
"2019-12-03,二",2869.88,2884.86,2857.32,2884.7,12377874200,1.35E+11
"2019-12-04,三",2876.91,2882.5,2869.42,2878.12,12554365300,1.36E+11
"2019-12-05,四",2886.52,2902,2885.08,2899.47,14316310000,1.60E+11
"2019-12-06,五",2902.28,2912.01,2894.75,2912.01,13412887800,1.50E+11
"2019-12-09,一",2914.46,2919.59,2905.25,2914.48,16079653000,1.75E+11
"2019-12-10,二",2908.94,2919.2,2902.79,2917.32,17012400000,1.81E+11
"2019-12-11,三",2922.6,2928.26,2915,2924.42,16554109000,1.76E+11
"2019-12-12,四",2926.34,2926.34,2913.48,2915.7,15176080000,1.66E+11
"2019-12-13,五",2937.78,2969.98,2935.85,2967.68,21197859000,2.34E+11
"2019-12-16,一",2970.97,2984.64,2958.71,2984.39,21186212000,2.38E+11
"2019-12-17,二",2985.26,3039.38,2982.5,3022.42,29303225000,3.02E+11
"2019-12-18,三",3021.47,3033.23,3011.72,3017.04,24408969000,2.59E+11
"2019-12-19,四",3017.15,3021.42,3007.99,3017.07,20862426000,2.21E+11
"2019-12-20,五",3019.64,3027.48,3002.26,3004.94,21507576000,2.23E+11
"2019-12-23,一",2999.04,3009.34,2960.44,2962.75,20571662000,2.18E+11
"2019-12-24,二",2965.83,2983.82,2960.68,2982.68,16303025000,1.67E+11
"2019-12-25,三",2980.43,2988.29,2970.66,2981.88,17565403000,1.90E+11
"2019-12-26,四",2981.25,3007.35,2980.4,3007.35,18244043000,1.96E+11
"2019-12-27,五",3006.85,3036.11,3003.63,3005.04,24710278000,2.58E+11
"2019-12-30,一",2998.17,3041.4,2983.34,3040.02,24806653000,2.67E+11
"2019-12-31,二",3036.39,3051.68,3030.51,3050.12,21742902000,2.27E+11
"2020-01-02,四",3066.34,3098.1,3066.34,3085.2,29247021000,3.27E+11
"2020-01-03,五",3089.02,3093.82,3074.52,3083.79,26149667000,2.90E+11
"2020-01-06,一",3070.91,3107.2,3065.31,3083.41,31257584000,3.31E+11
"2020-01-07,二",3085.49,3105.45,3084.33,3104.8,27658311000,2.88E+11
"2020-01-08,三",3094.24,3094.24,3059.13,3066.89,29787255000,3.07E+11
"2020-01-09,四",3082.64,3097.33,3080.13,3094.88,24343565000,2.72E+11
"2020-01-10,五",3102.29,3105.22,3081.4,3092.29,21044246000,2.42E+11
"2020-01-13,一",3091.49,3115.57,3075.38,3115.57,21062100000,2.59E+11
"2020-01-14,二",3120.67,3127.17,3105.6,3106.82,22997377000,2.72E+11
"2020-01-15,三",3103.17,3107.94,3082.04,3090.04,20231302000,2.33E+11
"2020-01-16,四",3095.73,3096.37,3070.88,3074.08,20337548000,2.37E+11
"2020-01-17,五",3081.46,3091.95,3067.25,3075.5,19030430000,2.42E+11
"2020-01-20,一",3082.11,3096.31,3070.48,3095.79,21049334000,2.71E+11
"2020-01-21,二",3085.79,3085.79,3051.23,3052.14,23483074000,2.86E+11
"2020-01-22,三",3038.49,3069.25,3006.27,3060.75,22385287000,2.78E+11
"2020-01-23,四",3037.95,3045.04,2955.35,2976.53,27276323000,3.27E+11
"2020-02-03,一",2716.7,2766.58,2716.7,2746.61,21591210000,2.57E+11
"2020-02-04,二",2685.27,2786.16,2685.27,2783.29,36404620000,3.74E+11
"2020-02-05,三",2792.37,2842.74,2778.86,2818.09,30976182000,3.49E+11
"2020-02-06,四",2826.89,2876.59,2807.61,2866.51,31639214000,3.59E+11
"2020-02-07,五",2858.93,2875.96,2838.77,2875.96,30947964000,3.62E+11
"2020-02-10,一",2860.5,2891.85,2851.05,2890.49,29492978000,3.42E+11
"2020-02-11,二",2894.54,2913.82,2882.24,2901.67,26916834000,3.03E+11
"2020-02-12,三",2895.56,2926.9,2892.42,2926.9,24873343000,2.98E+11
"2020-02-13,四",2927.14,2935.41,2901.24,2906.07,27480484000,3.35E+11
"2020-02-14,五",2899.87,2926.94,2899.57,2917.01,25065063000,3.08E+11
"2020-02-17,一",2924.99,2983.64,2924.99,2983.62,31319801000,3.67E+11
"2020-02-18,二",2981.41,2990.6,2960.78,2984.97,31166591000,3.75E+11
"2020-02-19,三",2979.52,2998.27,2971.82,2975.4,31514115000,3.81E+11
"2020-02-20,四",2981.88,3031.37,2968.45,3030.15,34573288000,4.14E+11
"2020-02-21,五",3022.25,3058.9,3020.14,3039.67,36455728000,4.45E+11
"2020-02-24,一",3027.89,3042.18,3007.36,3031.23,37043004000,4.52E+11
"2020-02-25,二",2982.07,3016.95,2943.72,3013.05,44162276000,5.13E+11
"2020-02-26,三",2978.42,3028.78,2974.94,2987.93,46904955000,4.95E+11
"2020-02-27,四",2992.49,3009.46,2980.48,2991.33,35052366000,3.96E+11
"2020-02-28,五",2924.64,2948.13,2878.54,2880.3,40121691000,4.33E+11
"2020-03-02,一",2899.31,2982.51,2899.31,2970.93,36733337000,3.97E+11
"2020-03-03,二",3006.89,3026.84,2976.62,2992.9,41010805000,4.47E+11
"2020-03-04,三",2981.81,3012,2974.36,3011.67,35333828000,3.90E+11
"2020-03-05,四",3036.15,3074.26,3022.93,3071.68,44542581000,4.83E+11
"2020-03-06,五",3039.94,3052.44,3029.46,3034.51,36206153000,3.77E+11
"2020-03-09,一",2987.18,2989.21,2940.71,2943.29,41456074000,4.38E+11
"2020-03-10,二",2918.93,3000.3,2904.8,2996.76,39329665000,4.25E+11
"2020-03-11,三",3001.76,3010.03,2968.52,2968.52,35247097000,3.79E+11
"2020-03-12,四",2936.02,2944.47,2906.28,2923.49,30777846000,3.28E+11
"2020-03-13,五",2804.23,2910.88,2799.98,2887.43,36645044000,3.93E+11
"2020-03-16,一",2897.3,2898.03,2784.66,2789.25,35187867000,3.76E+11
"2020-03-17,二",2796.28,2826.91,2715.22,2779.64,30614968000,3.23E+11
"2020-03-18,三",2792.32,2815.87,2728.76,2728.76,29115985000,3.19E+11
"2020-03-19,四",2719.41,2736.82,2646.8,2702.13,30230275000,3.31E+11
"2020-03-20,五",2727.02,2751.9,2702.49,2745.62,25201951000,2.82E+11
"2020-03-23,一",2677.59,2703.33,2656.5,2660.17,24982025000,2.68E+11
"2020-03-24,二",2703.02,2723.41,2667.13,2722.44,25702193000,2.79E+11
"2020-03-25,三",2775.3,2788.64,2757.8,2781.59,27314447000,2.93E+11
"2020-03-26,四",2761.9,2788.5,2753.43,2764.91,23408402000,2.48E+11
"2020-03-27,五",2792.98,2805.55,2771.76,2772.2,24076407000,2.54E+11
"2020-03-30,一",2739.72,2759.1,2723.05,2747.21,23970660000,2.51E+11
"2020-03-31,二",2767.31,2771.17,2743.12,2750.3,21859867000,2.24E+11
"2020-04-01,三",2743.54,2773.36,2731.08,2734.52,21725343000,2.26E+11
"2020-04-02,四",2720.23,2780.64,2719.9,2780.64,21786460000,2.33E+11
"2020-04-03,五",2773.58,2780.59,2754.07,2763.99,20083740000,2.14E+11
"2020-04-07,二",2806.97,2823.28,2801.84,2820.76,27019819000,2.87E+11
"2020-04-08,三",2805.92,2823.21,2800.3,2815.37,24351531000,2.53E+11
"2020-04-09,四",2825.84,2832.4,2820.43,2825.9,23818484000,2.47E+11
"2020-04-10,五",2827.19,2833.01,2789.98,2796.63,23345477000,2.46E+11
"2020-04-13,一",2784.6,2792.89,2774.08,2783.05,17712455000,1.84E+11
"2020-04-14,二",2794.8,2827.3,2789.43,2827.28,20269657000,2.24E+11
"2020-04-15,三",2826.66,2829.75,2808.7,2811.17,20562115000,2.32E+11
"2020-04-16,四",2798.43,2823.34,2796.84,2819.94,20300377000,2.22E+11
"2020-04-17,五",2835.56,2854.96,2830.02,2838.49,24573675000,2.80E+11
"2020-04-20,一",2840.41,2852.99,2833.26,2852.55,21184708000,2.34E+11
"2020-04-21,二",2842.24,2842.24,2808.02,2827.01,23323587000,2.49E+11
"2020-04-22,三",2814.07,2843.98,2808.48,2843.98,21732000000,2.33E+11
"2020-04-23,四",2850.51,2853.64,2835.9,2838.5,24877904000,2.63E+11
"2020-04-24,五",2834.94,2834.94,2802.5,2808.53,23518508000,2.44E+11
"2020-04-27,一",2812.24,2832.67,2802.96,2815.49,21013098000,2.25E+11
"2020-04-28,二",2819.99,2821.75,2758.25,2810.02,25387275000,2.71E+11
"2020-04-29,三",2801.38,2831.76,2800.74,2822.44,20206181000,2.23E+11
"2020-04-30,四",2832.38,2865.59,2832.38,2860.08,24245528000,2.77E+11
"2020-05-06,三",2831.63,2879.26,2830.65,2878.14,24982662000,3.04E+11
"2020-05-07,四",2876.47,2882.02,2864.58,2871.52,22673696000,2.69E+11
"2020-05-08,五",2882.71,2903.8,2879.2,2895.34,22682208000,2.77E+11
"2020-05-11,一",2901.57,2914.28,2884.38,2894.8,22512041000,2.72E+11
"2020-05-12,二",2894.62,2897.9,2871.23,2891.56,19708299000,2.38E+11
"2020-05-13,三",2882.96,2900.26,2875.54,2898.05,18506131000,2.24E+11
"2020-05-14,四",2887.06,2887.06,2869.18,2870.34,19777620000,2.37E+11
"2020-05-15,五",2880.71,2884.22,2863.37,2868.46,18898359000,2.47E+11
"2020-05-18,一",2872.52,2889.98,2862.27,2875.42,22602288000,2.89E+11
"2020-05-19,二",2897.69,2900.22,2887.58,2898.58,19722241000,2.56E+11
"2020-05-20,三",2896.47,2896.47,2876.18,2883.74,21051999000,2.69E+11
"2020-05-21,四",2890.72,2891.52,2864.21,2867.92,20353204000,2.51E+11
"2020-05-22,五",2863.05,2863.05,2808.02,2813.77,20906371000,2.45E+11
"2020-05-25,一",2816.24,2821.5,2802.47,2817.97,17288556000,2.02E+11
"2020-05-26,二",2827.9,2848.34,2825.9,2846.55,17456237000,2.07E+11
"2020-05-27,三",2847.32,2849,2831.93,2836.8,19814934000,2.28E+11
"2020-05-28,四",2838.21,2861.92,2820.15,2846.22,20754602000,2.39E+11
"2020-05-29,五",2835.58,2855.38,2829.63,2852.35,20679280000,2.34E+11
"2020-06-01,一",2871.96,2917.15,2871.96,2915.43,26019605000,3.07E+11
"2020-06-02,二",2916.32,2926.36,2909.13,2921.4,25610805000,2.94E+11
"2020-06-03,三",2930.39,2942.76,2922.66,2923.37,25566398000,3.00E+11
"2020-06-04,四",2931.84,2932.97,2910.75,2919.25,22660587000,2.54E+11
"2020-06-05,五",2923.19,2930.8,2909.12,2930.8,21736067000,2.53E+11
"2020-06-08,一",2941.98,2950.07,2934.21,2937.77,23112436000,2.75E+11
"2020-06-09,二",2939.54,2957.12,2932.94,2956.11,20904859000,2.51E+11
"2020-06-10,三",2951.28,2951.33,2934.84,2943.75,20792597000,2.44E+11
"2020-06-11,四",2939.79,2952.65,2912.19,2920.9,23372295000,2.89E+11
"2020-06-12,五",2876.8,2930.26,2872.62,2919.74,23600864000,2.74E+11
"2020-06-15,一",2908.28,2922.54,2890.03,2890.03,24320505000,2.93E+11
"2020-06-16,二",2912.83,2931.78,2909.13,2931.75,22331307000,2.71E+11
"2020-06-17,三",2932.67,2936.62,2919.04,2935.87,23465439000,2.78E+11
"2020-06-18,四",2929.88,2942.9,2920.11,2939.32,25869138000,2.89E+11
"2020-06-19,五",2938.79,2973.32,2935.82,2967.63,26431396000,3.19E+11
"2020-06-22,一",2966.9,2983.44,2959.04,2965.27,26788383000,3.46E+11
"2020-06-23,二",2960.89,2972.4,2949.85,2970.62,22521221000,3.05E+11
"2020-06-24,三",2972.98,2982.94,2971.22,2979.55,21320073000,2.97E+11
"2020-06-29,一",2973.08,2977.91,2951.77,2961.52,22062273000,2.94E+11
"2020-06-30,二",2965.11,2990.83,2965.11,2984.67,21495721000,2.97E+11
"2020-07-01,三",2991.18,3026.19,2984.98,3025.98,27331314000,3.70E+11
"2020-07-02,四",3023.72,3092.44,3021.67,3090.57,39112800000,4.78E+11
"2020-07-03,五",3104,3152.81,3104,3152.81,45879385000,5.35E+11
"2020-07-06,一",3187.84,3337.27,3187.84,3332.88,64387891000,7.24E+11
"2020-07-07,二",3380.95,3407.08,3336.24,3345.34,65784016000,7.94E+11
"2020-07-08,三",3337.55,3421.53,3327.71,3403.44,58708169000,6.97E+11
"2020-07-09,四",3403.48,3456.97,3393.64,3450.59,62000182000,7.51E+11
"2020-07-10,五",3418.93,3433.11,3372.51,3383.32,55612001000,7.03E+11
"2020-07-13,一",3379.39,3458.79,3369.04,3443.29,55800688000,7.17E+11
"2020-07-14,二",3435.02,3451.22,3366.08,3414.62,54321149000,7.07E+11
"2020-07-15,三",3422.08,3432.45,3345.75,3361.3,49203054000,6.75E+11
"2020-07-16,四",3356.36,3373.53,3209.73,3210.1,49061312000,6.79E+11
"2020-07-17,五",3214.4,3252.78,3181.27,3214.13,35965241000,4.87E+11
"2020-07-20,一",3243.91,3314.15,3220.68,3314.15,41855531000,5.44E+11
"2020-07-21,二",3330.55,3336.68,3300.57,3320.89,35925203000,4.89E+11
"2020-07-22,三",3315.18,3381.98,3311.79,3333.16,39333534000,5.41E+11
"2020-07-23,四",3306.15,3336.3,3257.83,3325.11,40704250000,5.47E+11
"2020-07-24,五",3310.64,3319.13,3184.96,3196.77,42705403000,5.84E+11
"2020-07-27,一",3210.39,3221.98,3174.66,3205.23,29931902000,4.02E+11
"2020-07-28,二",3226.13,3245.3,3208.49,3227.96,28937786000,3.90E+11
"2020-07-29,三",3221.99,3294.55,3209.99,3294.55,32492406000,4.53E+11
"2020-07-30,四",3299.57,3312.45,3282.16,3286.82,34070412000,4.77E+11
"2020-07-31,五",3280.8,3333.79,3261.61,3310.01,35375898000,4.96E+11
"2020-08-03,一",3332.18,3368.1,3327.68,3367.97,40746087000,5.72E+11
"2020-08-04,二",3376.44,3391.07,3352.5,3371.69,44232855000,6.05E+11
"2020-08-05,三",3363.33,3383.64,3333.88,3377.56,38582303000,5.27E+11
"2020-08-06,四",3380.76,3392.7,3334.33,3386.46,41530251000,5.70E+11
"2020-08-07,五",3370.59,3374.13,3307.71,3354.04,40392963000,5.61E+11
"2020-08-10,一",3341.53,3399.93,3335.04,3379.25,38137963000,5.27E+11
"2020-08-11,二",3379.49,3409.06,3336.09,3340.29,40045271000,5.14E+11
"2020-08-12,三",3327.49,3335.73,3263.27,3319.27,37832896000,4.81E+11
"2020-08-13,四",3328.18,3338.15,3309.46,3320.73,32429128000,3.87E+11
"2020-08-14,五",3315.67,3362.03,3302.74,3360.1,30599838000,3.67E+11
"2020-08-17,一",3373.9,3450.9,3369.37,3438.8,43459826000,5.37E+11
"2020-08-18,二",3441.93,3456.72,3432.64,3451.09,38072928000,4.93E+11
"2020-08-19,三",3444.56,3454.46,3406.16,3408.13,40572221000,4.98E+11
"2020-08-20,四",3385.96,3394.56,3352.78,3363.9,33560098000,4.02E+11
"2020-08-21,五",3380.23,3393.92,3358,3380.68,28748834000,3.61E+11
"2020-08-24,一",3391.11,3396.57,3368.03,3385.64,26622784000,3.46E+11
"2020-08-25,二",3392.88,3408.87,3364.16,3373.58,27711342000,3.56E+11
"2020-08-26,三",3371.81,3382.6,3320.14,3329.74,29445104000,3.82E+11
"2020-08-27,四",3333.49,3351.83,3312.99,3350.11,23709935000,3.17E+11
"2020-08-28,五",3346.29,3405.88,3339.65,3403.81,27132555000,3.79E+11
"2020-08-31,一",3416.55,3442.74,3395.47,3395.68,32347389000,4.37E+11
"2020-09-01,二",3389.74,3410.61,3381.71,3410.61,24699925000,3.27E+11
"2020-09-02,三",3420.47,3421.4,3377.21,3404.8,26154632000,3.46E+11
"2020-09-03,四",3404.03,3425.63,3374.26,3384.98,25534628000,3.51E+11
"2020-09-04,五",3336.41,3360.11,3328.55,3355.37,22163655000,3.08E+11
"2020-09-07,一",3349.92,3368.24,3285.63,3292.59,26061657000,3.58E+11
"2020-09-08,二",3301.22,3324.39,3276.44,3316.42,27106628000,3.20E+11
"2020-09-09,三",3281,3289.61,3238.56,3254.63,35150975000,3.41E+11
"2020-09-10,四",3282.23,3285.47,3227.64,3234.82,31247280000,3.10E+11
"2020-09-11,五",3225.78,3262.5,3220.54,3260.35,22169883000,2.55E+11
"2020-09-14,一",3275.92,3283.53,3261.15,3278.81,21392414000,2.69E+11
"2020-09-15,二",3277.13,3297.69,3263.75,3295.68,19768440000,2.52E+11
"2020-09-16,三",3293.17,3302.46,3271.08,3283.92,20044336000,2.42E+11
"2020-09-17,四",3277.32,3290.41,3248.5,3270.44,20293197000,2.79E+11
"2020-09-18,五",3270.91,3338.32,3268.53,3338.09,25626079000,3.37E+11
"2020-09-21,一",3348.9,3350.59,3313.07,3316.94,21650309000,2.88E+11
"2020-09-22,二",3290.67,3320.23,3265.7,3274.3,21401507000,2.69E+11
"2020-09-23,三",3278.84,3289.76,3264.89,3279.71,16917807000,2.41E+11
"2020-09-24,四",3262.88,3265.35,3221.24,3223.18,20673601000,2.58E+11
"2020-09-25,五",3234.37,3239.47,3208.03,3219.42,16482242000,2.21E+11
"2020-09-28,一",3224.98,3238.18,3210.89,3217.53,15598278000,2.10E+11
"2020-09-29,二",3231.86,3242.79,3219.79,3224.36,15134987000,2.07E+11
"2020-09-30,三",3232.71,3244.91,3202.34,3218.05,15350446000,2.06E+11
"2020-10-09,五",3262.61,3280.51,3260.19,3272.08,18832565000,2.64E+11
"2020-10-12,一",3287.33,3359.15,3286.11,3358.47,25962241000,3.56E+11
"2020-10-13,二",3353.12,3361.83,3334.5,3359.75,20492610000,2.89E+11
"2020-10-14,三",3353.62,3353.62,3332.96,3340.78,19865938000,2.81E+11
"2020-10-15,四",3342.92,3354.58,3330,3332.18,19103128000,2.64E+11
"2020-10-16,五",3334.46,3348.95,3319.11,3336.36,19429542000,2.53E+11
"2020-10-19,一",3351.1,3371.09,3307.84,3312.67,21230354000,2.84E+11
"2020-10-20,二",3307.15,3328.1,3293.77,3328.1,16508476000,2.28E+11
"2020-10-21,三",3332.15,3332.15,3304.17,3325.02,17763212000,2.47E+11
"2020-10-22,四",3315.82,3320.88,3281.37,3312.5,16594999000,2.36E+11
"2020-10-23,五",3308.16,3326.05,3276.62,3278,17420898000,2.50E+11
"2020-10-26,一",3258.7,3264.45,3226.6,3251.12,16773180000,2.35E+11
"2020-10-27,二",3240.74,3258.34,3235.54,3254.32,14911557000,2.17E+11
"2020-10-28,三",3256.22,3275.87,3238.38,3269.24,17318197000,2.56E+11
"2020-10-29,四",3235.76,3289.77,3231.12,3272.73,18470359000,2.79E+11
"2020-10-30,五",3278.63,3279.86,3219.42,3224.53,23018880000,3.29E+11
"2020-11-02,一",3228.72,3242.8,3209.91,3225.12,22677914000,3.25E+11
"2020-11-03,二",3239.81,3278.38,3237.85,3271.07,21529786000,3.04E+11
"2020-11-04,三",3273.43,3286.62,3254.11,3277.44,18851413000,2.71E+11
"2020-11-05,四",3305.58,3320.41,3291.6,3320.13,22680146000,3.16E+11
"2020-11-06,五",3326.46,3326.46,3292.15,3312.16,23486413000,3.25E+11
"2020-11-09,一",3329.43,3380.82,3329.43,3373.73,31021977000,4.30E+11
"2020-11-10,二",3387.62,3387.62,3346.17,3360.15,27870111000,3.90E+11
"2020-11-11,三",3354.02,3365.84,3339.04,3342.2,27120465000,3.56E+11
"2020-11-12,四",3344.46,3350.28,3329.49,3338.68,21650131000,2.87E+11
"2020-11-13,五",3327.23,3327.23,3291.64,3310.1,22789836000,3.02E+11
"2020-11-16,一",3325.62,3346.97,3313.65,3346.97,27959376000,3.34E+11
"2020-11-17,二",3347.15,3347.7,3323.95,3339.9,28363248000,3.54E+11
"2020-11-18,三",3337.33,3358.89,3333.99,3347.3,28753126000,3.59E+11
"2020-11-19,四",3339.09,3367.33,3330.45,3363.09,25326299000,3.20E+11
"2020-11-20,五",3359.6,3380.15,3356.31,3377.73,26127122000,3.13E+11
"2020-11-23,一",3384.1,3431.65,3377.99,3414.49,37387205000,4.32E+11
"2020-11-24,二",3407.41,3413.93,3396.24,3402.82,30099414000,3.60E+11
"2020-11-25,三",3417.52,3423.49,3362.33,3362.33,32211021000,3.83E+11
"2020-11-26,四",3360.06,3371.45,3344.28,3369.73,25588682000,3.17E+11
"2020-11-27,五",3373.84,3408.31,3364.49,3408.31,28064989000,3.26E+11
"2020-11-30,一",3418.16,3456.74,3391.76,3391.76,38498997000,4.55E+11
"2020-12-01,二",3388.99,3457.64,3386.91,3451.94,31618898000,3.85E+11
"2020-12-02,三",3453.52,3465.73,3435.87,3449.38,31281111000,3.83E+11
"2020-12-03,四",3448.54,3452.16,3428.8,3442.14,29845993000,3.52E+11
"2020-12-04,五",3436.73,3448.4,3417.05,3444.58,25627671000,3.29E+11
"2020-12-07,一",3446.65,3449.58,3414.31,3416.6,25452251000,3.37E+11
"2020-12-08,二",3417.69,3428.66,3403.03,3410.18,22690733000,3.05E+11
"2020-12-09,三",3416.08,3422.54,3371.92,3371.96,26074742000,3.39E+11
"2020-12-10,四",3365.73,3384.89,3357.75,3373.28,24730830000,3.22E+11
"2020-12-11,五",3381.01,3383.18,3325.17,3347.19,29861716000,3.80E+11
"2020-12-14,一",3349.53,3371.13,3338.63,3369.12,23980793000,3.16E+11
"2020-12-15,二",3366.58,3373.56,3348.42,3367.23,22566740000,3.15E+11
"2020-12-16,三",3371.26,3378.66,3359.17,3366.98,22081398000,3.09E+11
"2020-12-17,四",3367.28,3406.15,3354.01,3404.87,27546363000,3.65E+11
"2020-12-18,五",3400.49,3413.81,3382.75,3394.9,28099264000,3.54E+11
"2020-12-21,一",3394.39,3423.61,3381.12,3420.57,28375979000,3.84E+11
"2020-12-22,二",3410.97,3415.75,3353.86,3356.78,32303765000,4.32E+11
"2020-12-23,三",3362.47,3394.21,3360.2,3382.32,29952353000,4.13E+11
"2020-12-24,四",3382.19,3394.07,3354.02,3363.11,27504445000,3.63E+11
"2020-12-25,五",3351.79,3397.01,3348.35,3396.56,29454690000,3.59E+11
"2020-12-28,一",3396.36,3412.52,3383.65,3397.29,31618154000,3.98E+11
"2020-12-29,二",3399.29,3407.09,3376.09,3379.04,31176919000,3.82E+11
"2020-12-30,三",3375.01,3414.45,3374.42,3414.45,29102354000,3.78E+11
"2020-12-31,四",3419.73,3474.92,3419.73,3473.07,33567393000,4.50E+11
"2021-01-04,一",3474.68,3511.66,3457.21,3502.96,38079080000,5.23E+11
"2021-01-05,二",3492.19,3528.68,3484.72,3528.68,40799593000,5.68E+11
"2021-01-06,三",3530.91,3556.8,3513.13,3550.88,37023093000,5.22E+11
"2021-01-07,四",3552.91,3576.2,3526.62,3576.2,40534823000,5.46E+11
"2021-01-08,五",3577.69,3588.06,3544.89,3570.11,34555790000,5.02E+11
"2021-01-11,一",3571.32,3597.7,3516.99,3531.5,36247915000,5.27E+11
"2021-01-12,二",3518.01,3608.34,3517.47,3608.34,32340615000,4.86E+11
"2021-01-13,三",3613.28,3622.35,3575.59,3598.65,38812779000,5.55E+11
"2021-01-14,四",3584.93,3599.06,3559.6,3565.9,34766682000,5.11E+11
"2021-01-15,五",3566.28,3589.27,3533.79,3566.38,32461274000,4.80E+11
"2021-01-18,一",3554.8,3608.77,3544.26,3596.22,30165257000,4.52E+11
"2021-01-19,二",3596.36,3603.15,3553.02,3566.38,32343954000,4.67E+11
"2021-01-20,三",3564.12,3589.96,3556.44,3583.09,27227166000,3.97E+11
"2021-01-21,四",3590.92,3636.24,3585.8,3621.26,32746700000,4.70E+11
"2021-01-22,五",3616.54,3616.54,3585.03,3606.75,32446308000,4.85E+11
"2021-01-25,一",3605.36,3637.1,3591.02,3624.24,32734107000,5.27E+11
"2021-01-26,二",3610.97,3610.97,3564.74,3569.43,27813988000,4.36E+11
"2021-01-27,三",3567.55,3578.8,3546.49,3573.34,26410716000,3.96E+11
"2021-01-28,四",3534.67,3549.54,3496.88,3505.18,27086246000,3.92E+11
"2021-01-29,五",3521.72,3531.6,3446.55,3483.07,29366266000,4.17E+11
"2021-02-01,一",3477.17,3506.39,3469.88,3505.28,27756790000,3.71E+11
"2021-02-02,二",3510.81,3535.5,3495.57,3533.68,26454063000,3.84E+11
"2021-02-03,三",3531.15,3544.01,3508.51,3517.31,29735172000,4.14E+11
"2021-02-04,四",3503.78,3524.72,3465.77,3501.86,29883485000,4.19E+11
"2021-02-05,五",3509.49,3536.54,3492.96,3496.33,29014617000,3.97E+11
"2021-02-08,一",3504.56,3542.21,3492.13,3532.45,24979962000,3.59E+11
"2021-02-09,二",3539.77,3604.01,3528.68,3603.49,25382176000,3.72E+11
"2021-02-10,三",3612.61,3662.77,3612.5,3655.09,25794082000,3.93E+11
"2021-02-18,四",3721.09,3731.69,3663.66,3675.36,34030907000,4.84E+11
"2021-02-19,五",3661.78,3699.65,3634.01,3696.17,36105980000,4.85E+11
"2021-02-22,一",3707.19,3717.27,3642.44,3642.44,48882148000,5.99E+11
"2021-02-23,二",3617.7,3672.15,3617.7,3636.36,39887317000,4.80E+11
"2021-02-24,三",3638.94,3645.65,3531.59,3564.08,36215895000,4.84E+11
"2021-02-25,四",3595.54,3608.56,3568.47,3585.05,36623230000,4.45E+11
"2021-02-26,五",3514.56,3550.41,3500.7,3509.08,33328007000,4.24E+11
"2021-03-01,一",3531.48,3552.57,3511.99,3551.4,31548753000,4.02E+11
"2021-03-02,二",3566.85,3566.85,3485.36,3508.59,33983049000,4.28E+11
"2021-03-03,三",3500.16,3577.62,3498.72,3576.9,34765685000,4.15E+11
"2021-03-04,四",3546.64,3552.2,3487.38,3503.49,39361612000,4.62E+11
"2021-03-05,五",3463.31,3523.57,3456.67,3501.99,35640922000,4.09E+11
"2021-03-08,一",3524.98,3542.3,3421.22,3421.41,38704795000,4.54E+11
